event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2021-05-31,2021,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kachhi,Bolan,29.2114,67.7327,15,,"On 31 May 2021, BLA militants fired at a military post in Bolan city (Kachhi district, Balochistan). Eleven FC personnel were killed and another seven were left injured in the attack. One of the injured was in a critical state. Pakistan security forces claimed that four militants had also been killed in the encounter, which was not verified.",2021-05
2021-05-31,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Pidarak,25.8411,63.2299,1,,"On 31 May 2021, BLF militant fired at Pakistan military personnel at Pidarak area in Kech district (Balochistan). He was killed in the incident.",2021-05
2021-05-31,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 31 May 2021, Baloch separatists (assumed) conducted an IED explosion targeting FC personnel at Aabsir area in Turbat town (Kech district, Balochistan). Two FC soldiers were left injured in the explosion. However, Baloch sources claimed at least three FC soldiers died and four others were injured in the explosion.",2021-05
2021-05-29,2021,Explosions/Remote violence,Shelling/artillery/missile attack,UBA: United Baloch Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Harnai,Harnai,30.1007,67.9382,3,,"On 29 May 2021, UBA militants carried out rocket attacks against Pakistan military forces compound in Harnai district (Balochistan). UBA claimed that the attack inflicted several fatalities on the military personnel besides causing material damage to the compound. Unknown fatalities coded as three.",2021-05
2021-05-29,2021,Battles,Armed clash,BRA: Baloch Republican Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Panjgur,Panjgur,26.9817,64.1166,3,,"On 29 May 2021, BRA militants exchanged fire with Pakistan army personnel during an operation against them in Kelkor area in Panjgur district (Balochistan). BRA claimed it had killed and wounded several Pakistan army soldiers in the clash. Unknown fatalities coded as 3.",2021-05
2021-05-28,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kohlu,Kohlu,29.9053,69.0885,4,,"On 28 May 2021, BLA militants conducted a landmine explosion targeting a water supply tanker of Pakistan military at Nisau Dao Shah area in Kohlu district (Balochistan). Four Pakistan military personnel were killed in the attack.",2021-05
2021-05-26,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Panjgur,Gichk,26.6655,64.248,2,,"On 26 May 2021, BLF militants clashed with military forces of Pakistan when they allegedly engaged in looting during an operation at Solair area in Gichk tehsil (Panjgur district, Balochistan). Two soldiers were killed and two others were left injured in the incident.",2021-05
2021-05-24,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 24 May 2021, a bomb explosion took place at Qambrani chowk in Quetta city (Quetta, Balochistan), injuring one Frontier Corps personnel and four Uzbek labourers working in the that area. BLF claimed responsibility for the explosion. The FC personnel patrolling the area were the target of the bombing.",2021-05
2021-05-22,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kohlu,Kohlu,29.9053,69.0885,4,,"On 22 May 2021, BLA militants conducted a targeted landmine explosion against a military supply vehicle of Pakistan army at Nisau Dao Shah area of Kohlu district (Balochistan). BLA claimed four Pakistan soldiers were killed in the incident.",2021-05
2021-05-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,2,,"On 21 May 2021, BLF militants conducted an IED explosion targeting FC personnel at Quetta city (Balochistan). Two FC personnel were killed and two others were left injured in the attack.",2021-05
2021-05-21,2021,Violence against civilians,Attack,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,0,Civilian targeting,"On 21 May 2021, BLF militants attacked a BNP member alleging him to be a death squad (state-backed militia) leader at Turbat town (Kech district, Balochistan). He escaped unhurt in the attack.",2021-05
2021-05-20,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Dandar,26.1872,64.4817,0,,"On 20 May 2021, BLF militants exchanged fire with Pakistan military forces at Dandar town (Kech district, Balochistan). Pakistan forces suffered an unspecified number of casualties in the incident.",2021-05
2021-05-15,2021,Explosions/Remote violence,Grenade,BRA: Baloch Republican Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sibi,Sibi,29.5511,67.8322,0,Civilian targeting,"On 15 May 2021, militants of Baloch Republican Army hurled a hand grenade at the residence of a former police personnel, injuring an employee in Sibi city (Sibi, Balochistan).",2021-05
2021-05-13,2021,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Coast Guard,State forces-Rebel group,Balochistan,Las Bela,Hub,25.0434,66.8187,0,,"On 13 May 2021, BLA militants lobbed a grenade targeting coast guards at Hub town (Las Bela district, Balochistan). Two coast guard personnel were left injured in the incident.",2021-05
2021-05-11,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Gajar,27.1142,65.5629,3,,"On 11 May 2021, BLF militants exchanged fire with military forces of Pakistan in Patandar area of Mashkai valley coded at Mashkai town (Awaran district, Balochistan). Three Pakistan soldiers were killed and several others injured in the clash.",2021-05
2021-05-10,2021,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 10 May 2021, the patrolling party of Frontier Corps were hit by a remote controlled bomb explosion near Tariq Hospital in Quetta city (Quetta, Balochistan), injuring three including two Frontier Corps personnel and a passer by. It is suspected that BLA is behind the attack.",2021-05
2021-05-10,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 10 May 2021, Baloch separatists (assumed) conducted an explosion targeting security forces (coded as police) near a hospital at Saryab town (Quetta district, Balochistan). Two policemen were left injured in the attack.",2021-05
2021-05-09,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Khuddan,25.7092,62.5411,5,,"On 9 May 2021, BLF militants conducted a rocket attack against FC personnel at Dasht area coded at Dasht city (Kech district, Balochistan). At least five FC personnel were killed in the attack.",2021-05
2021-05-08,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,3,,"On 8 May 2021, in an armed clash between militants (suspected Baloch separatists) and FC forces, three soldiers were killed and one wounded in Margret area of Quetta district (Balochistan) [coded as hq Quetta).",2021-05
2021-05-04,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Police Forces of Pakistan (2018-2022) Balochistan Levies,State forces-Rebel group,Balochistan,Awaran,Gajar,27.1142,65.5629,2,,"On 4 May 2021, Baloch separatists (assumed) conducted a bomb explosion targeting Levies forces in Bandki area in Mashkai tehsil (Awaran district, Balochistan). Two Levies personnel were killed in the incident and two others were left inured in the explosion.",2021-05
2021-05-03,2021,Explosions/Remote violence,Grenade,BRA: Baloch Republican Army,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Nasirabad,Dera Murad Jamali,28.5467,68.223,2,,"On 3 May 2021, BRG militants lobbed a grenade at Pakistan military vehicle at Dera Murad Jamali town (Nasirabad district, Balochistan). Two soldiers were killed and another was left injured in the attack.",2021-05
2021-05-03,2021,Battles,Armed clash,Baloch Separatists (Pakistan),Militia (Pro-Government),Rebel group-Political militia,Balochistan,Dera Bugti,Sui,28.6333,69.1833,1,,"On 3 May 2021, Baloch separatists (assumed) attacked a member of a death squad (coded as pro-government militia) at Sui tehsil (Dera Bugti district, Balochistan). He was killed in the incident.",2021-05
2021-05-03,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Gajar,27.1142,65.5629,0,,"On 3 May 2021, BLF militants fired rockets and heavy weapons at Pakistan military forces during an attack at the Ullangi outpost in Mashkai tehsil (Awaran district, Balochistan). No casualties were inflicted in the incident.",2021-05
2021-05-02,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Tump,26.099,62.364,1,,"On 2 May 2021, BLF militants fired at a Pakistan military personnel at Musa Kaur area in Tump tehsil (Kech district, Balochistan). One Pakistan soldier was killed in the incident.",2021-05
2021-05-02,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Awaran,Gajar,27.1142,65.5629,2,,"On 2 May 2021, BLF militants fired rockets and conducted IED explosions against Pakistan military forces in Mashkai Gajjar area, Alangi area and Koh-Ispeth river area coded at Mashkai town (Awaran district, Balochistan). At least two Pakistan soldiers were killed and at least two others were left injured in these attacks.",2021-05
2021-05-02,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Balochistan Levies,State forces-Rebel group,Balochistan,Awaran,Gajar,27.1142,65.5629,3,,"On 2 May 2021, BLF militants exchanged fire with Balochistan levies forces at Bunduki area of Mashkai valley coded at Mashkai town (Awaran district, Balochistan). An unspecified number of levies personnel were killed and left injured in the incident. Unspecified fatalities coded as three.",2021-05
2021-04-30,2021,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Panjgur,Gichk,26.6655,64.248,3,,"On 30 April 2021, BLF militants attacked a Pakistan military convoy with rockets, snipers and heavy weapons at Jawan Taak area of Gichk tehsil (Panjgur district, Balochistan). BLF claimed that an unspecified number military personnel were killed and left injured in the attack. Unknown fatalities coded as three.",2021-04
2021-04-29,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,3,,"On 29 April 2021, BLF militants lobbed a grenade at a Pakistan military post near a hospital at Sangani Sar area in Kech district (coded as Turbat, Balochistan). BLF claimed an unspecified number of killed and injured in the attack. Unknown fatalities coded as three.",2021-04
2021-04-29,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Tump,26.099,62.364,2,,"On 29 April 2021, BLF militants attacked an FC check post at Tump area (Kech district, Balochistan). While some reports indicated no casualties were inflicted in the attack BLF claimed that two military personnel were killed and several others were injured in the attack.",2021-04
2021-04-28,2021,Explosions/Remote violence,Grenade,BRA: Baloch Republican Army,Police Forces of Pakistan (2018-2022) Coast Guard,State forces-Rebel group,Balochistan,Gwadar,Pasni,25.2837,63.3639,1,,"On 28 April 2021, BRA militants lobbed a grenade at the Coast Guard forces in Pasni town (Gwadar district, Balochistan). One person was killed and several others were left injured in the attack.",2021-04
2021-04-28,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,1,,"On 28 April 2021, BLF militants fired at a Pakistan military personnel in Patuk area in Kech district (coded as Turbat, Balochistan). One soldier was killed in the attack.",2021-04
2021-04-27,2021,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Police Forces of Pakistan (2018-2022) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 27 April 2021, BLF militants lobbed a grenade at an FC checkpoint at Turbat town (Kech district, Balochistan). Four FC soldiers were left injured in the attack.",2021-04
2021-04-26,2021,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2018-2022),State forces-Rebel group,Balochistan,Kech,Khuddan,25.7092,62.5411,2,,"On 26 April 2021, BLF militants fired at a Pakistan military check post in Hochat area in Dasht (Kech) tehsil (Kech district, Balochistan). Two soldiers were killed and several others were claimed to be injured in the attack.",2021-04
